pos,envo_biome_2,Topic0,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10,Topic11,Topic12,Topic13,Topic14,Topic15,Topic16,Topic17,Topic18,Topic19
"(42.079999999999998, 128.06999999999999)",shrubland biome,2.735738620948017e-07,0.0001849220641540063,0.8620377319890902,2.7357385993311686e-07,2.7357386132105133e-07,2.7357386295340585e-07,2.735738638776726e-07,2.7357386014774346e-07,2.7357386159310376e-07,2.735738601957067e-07,2.735738596249194e-07,0.000285491177170138,2.735738600298499e-07,0.13743550281811823,2.7357386212281556e-07,2.7357386260123274e-07,2.7357386210466e-07,5.224834354426398e-05,2.735738636722931e-07,2.735738611851332e-07
"(42.119999999999997, -74.099999999999994)",forest biome,5.604313086318895e-07,0.20817847433389156,0.51661034360437,5.604313079542021e-07,5.604313091221196e-07,5.604313110931255e-07,5.604313091743256e-07,0.11678188854610984,5.60431312619554e-07,5.604313082878368e-07,5.60431307967794e-07,5.604313112721138e-07,5.604313086382475e-07,0.14106900074478854,5.604313121640866e-07,5.604313083292181e-07,5.60431308894834e-07,0.0013141948897515908,0.01603825184275547,5.604313086601168e-07
"(42.149999999999999, 128.13)",shrubland biome,2.8739266219403566e-07,2.873926642212778e-07,0.8342566845686733,2.873926599565634e-07,2.8739266016162193e-07,2.8739266293574726e-07,2.8739266435821146e-07,2.8739265961562867e-07,2.8739266635661836e-07,2.8739265998471994e-07,2.8739266018621574e-07,0.00039223119108428635,2.873926596361451e-07,0.16534619856498997,2.873926624187179e-07,2.873926614751789e-07,2.8739266149206934e-07,2.8739266404652933e-07,2.873926623319498e-07,2.8739266117146996e-07
"(42.399999999999999, 128.09999999999999)",shrubland biome,2.803256322510762e-07,2.80325629790034e-07,0.6664868916077288,2.803256278713823e-07,2.8032562904984577e-07,2.8032563198857565e-07,0.3285549388385721,2.803256281151326e-07,2.803256307576197e-07,2.803256312613966e-07,2.803256277162729e-07,2.803256318565848e-07,2.803256289097505e-07,0.0036026465812133614,0.00038307903737109616,0.0009682390506670708,2.8032563034695285e-07,2.8032563005264733e-07,2.803256289002068e-07,2.8032562849364857e-07
"(42.780000000000001, 128.19999999999999)",shrubland biome,2.7179969705730564e-07,2.7179969895514146e-07,0.8156654798218271,2.71799695163077e-07,2.7179969737319303e-07,7.068263389264565e-06,2.7179969733902234e-07,2.7179969546676014e-07,2.717996987608984e-07,2.7179969565640696e-07,2.7179969599496433e-07,2.7179970213233695e-07,2.717996953892244e-07,0.17984291880383732,2.7179969735457593e-07,2.7179970121223396e-07,2.717996990361495e-07,0.00448018431578531,2.7179969764866275e-07,2.7179969664774345e-07
"(42.880000000000003, -95.579999999999998)",grassland biome,5.412309886654235e-07,5.412309790079668e-07,0.21093544799715777,5.412309864290425e-07,5.412309892674549e-07,5.412309865491553e-07,0.7040191877379992,5.412309833143086e-07,5.412309864658213e-07,0.06121253627771471,5.412309810077363e-07,0.012593587173307583,5.412309860999573e-07,5.412309787548052e-07,0.01123112234906727,5.412309871691384e-07,5.412309835229531e-07,5.412309790706623e-07,5.412309781285844e-07,5.412309800170131e-07
"(43.490000000000002, -80.569999999999993)",forest biome,0.5277279896791656,3.202192883076092e-07,0.1488353669378337,3.2021928915473355e-07,3.2021929084753747e-07,3.202192914527992e-07,0.19192679684846514,3.202192891628925e-07,3.202192922819689e-07,0.06923512991975894,3.2021929053885257e-07,0.005640501587228065,0.0051435104371445285,3.2021929399737973e-07,3.2021929059687655e-07,0.034319845558787844,0.017167016400132684,3.202192895280503e-07,3.202192878064858e-07,3.2021929007339886e-07
"(43.630000000000003, -80.390000000000001)",cropland biome,0.02376632967591505,1.4705795930153857e-07,1.4705796160466313e-07,6.908155210962894e-05,1.4705796096483443e-07,1.4705796160904963e-07,0.0004501615583172928,1.4705795977122615e-07,1.470579613728535e-07,0.27618756853072324,1.4705796424717607e-07,0.000982170367479136,0.694784818116675,1.4705796001629962e-07,1.4705796032059523e-07,0.0037266643810353,1.470579611628584e-07,1.4705796148084907e-07,3.144112221354745e-05,1.4705795991673106e-07
"(43.640000000000001, -80.409999999999997)",dense settlement biome,0.298307555087811,2.742957472425677e-07,0.0024094784118935506,2.742957522331309e-07,2.7429575063291827e-07,2.742957511797749e-07,0.015399954277270667,2.7429574921395417e-07,9.468777452804384e-05,0.3055741072050768,2.742957516502748e-07,0.013062305671342126,0.34344738350219023,2.7429574817931714e-07,2.742957502861989e-07,0.021701236520892016,2.742957518569965e-07,2.742957484654618e-07,2.742957465695079e-07,2.7429574803209534e-07
"(43.75, -102.38)",desert biome,0.2584556011592785,4.7420334254925004e-07,0.06396360514821163,4.742033454455765e-07,4.7420334688388885e-07,4.742033475169703e-07,0.03860578137862156,0.00011642287280087855,0.1717610005408734,0.248624417977366,0.0021580722384621316,0.00547469745283941,0.199451970663089,4.7420334682211664e-07,4.742033492287665e-07,0.008827720565549447,0.0025564421727949705,4.742033445189537e-07,4.742033446844508e-07,4.742033456502916e-07
"(43.869999999999997, -92.849999999999994)",grassland biome,0.0012735724760566732,4.630487152148488e-07,0.06057655093437811,0.00043857263579459685,0.0012272034167293974,4.630487202135089e-07,0.9239474501157288,4.6304872028836837e-07,4.630487203400021e-07,0.011384594667460134,4.630487166496642e-07,4.6304872087882746e-07,4.6304872023172987e-07,4.6304871623784644e-07,0.0005652541838846315,4.6304872124296555e-07,4.630487182905089e-07,4.630487148621377e-07,0.0005812449853447258,4.6304871851721803e-07
"(43.909999999999997, -121.02)",forest biome,0.11370498360030912,1.003069400062031e-06,0.09630649171187845,1.0030694193431922e-06,0.0013467047985722296,1.0030694119524177e-06,1.0030694113690856e-06,0.0054951557878561725,0.4059462821364283,0.049565959735615714,0.018431538401588766,0.05171574360239499,0.24456771855782436,1.0030694171435707e-06,0.01188611687455757,0.0009081554806763805,1.003069412096872e-06,1.003069410798152e-06,0.00011712475701420959,1.0030694007533847e-06
"(43.920000000000002, -121.02)",forest biome,0.08945010798948316,4.37345838773257e-07,0.09052421217664403,4.373458399093846e-07,4.3734584070193624e-07,4.373458436274525e-07,4.3734584359135927e-07,0.0024538915873167175,0.4420115213587423,0.04236804685221278,0.012958233645627853,0.0547084678911277,0.24769947613722265,4.3734584421340465e-07,0.017821231557354454,4.373458450262282e-07,4.3734584181877914e-07,4.3734584950730324e-07,4.3734584168321655e-07,4.3734583963003695e-07
"(43.979999999999997, 11.34)",cropland biome,0.00027799346217824677,8.885470600085402e-09,8.885470654889701e-09,8.885470643179099e-09,8.8854708865017e-09,8.885470675704674e-09,8.885470702255304e-09,8.885470687405825e-09,8.885470811209162e-09,0.9997218465993495,8.885470606834166e-09,8.885470722753941e-09,8.885470740139481e-09,8.885470621325506e-09,8.885470637447088e-09,8.885470715045483e-09,8.885470755120379e-09,8.885470662937553e-09,8.885470569980592e-09,8.885470646170647e-09
"(44.039999999999999, -96.780000000000001)",grassland biome,6.980413097229156e-07,6.980413016305103e-07,0.3063947472266066,6.980413084526582e-07,6.980413102906655e-07,6.980413125821575e-07,0.6134713928516224,6.980413069303019e-07,0.006365960090929192,0.06367111941510152,6.980413065267194e-07,6.980413131755419e-07,6.980413117865341e-07,6.980413037651014e-07,0.010086309796141151,6.980413065250704e-07,6.980413030666178e-07,6.980413002803356e-07,6.980413012804392e-07,6.980413030228466e-07
"(44.119999999999997, -96.150000000000006)",grassland biome,0.00041804065779470656,5.023560528219225e-07,0.3539856818089949,5.023560603649178e-07,5.023560551138942e-07,5.02356061977494e-07,0.4928389377665153,5.023560598299275e-07,0.016914062059259806,0.056650709019353006,0.0011878239020538701,0.05422089300983237,0.006035646611842468,5.023560537794702e-07,0.01685661056673489,0.000886571037059551,5.023560550906544e-07,5.023560541471332e-07,5.02356052646678e-07,5.023560533372036e-07
"(44.219999999999999, -122.15000000000001)",forest biome,1.413759285186619e-07,1.41375930300235e-07,0.8174966292828517,1.4137592731600635e-07,1.4137592786421528e-07,1.4137592873820733e-07,1.413759288834131e-07,1.4137592780030517e-07,1.4137592811561622e-07,1.4137592764598513e-07,1.4137592740825377e-07,1.4137592802902127e-07,1.4137592960391497e-07,0.1825008259504378,1.4137592855902296e-07,1.4137592893422862e-07,1.4137592840430456e-07,1.4137592859837776e-07,1.413759279436038e-07,1.4137592795483672e-07
"(44.229999999999997, -122.22)",forest biome,2.1990588278575986e-07,2.1990588310426688e-07,0.9420741560672874,2.1990588068375056e-07,2.1990588212640226e-07,2.1990588308134837e-07,0.00014319991413234398,2.19905880934929e-07,0.0003570584208053924,2.1990588199314497e-07,2.1990588159335706e-07,2.1990588394916358e-07,2.199058811989873e-07,0.05742206710365283,2.1990588330387782e-07,2.1990588275220436e-07,2.19905883532359e-07,2.1990588572659253e-07,2.1990588216706963e-07,2.1990588287111622e-07
"(44.229999999999997, -122.19)",forest biome,1.7043150025114724e-07,1.7043150198089395e-07,0.8933609581428534,1.704314989348962e-07,1.7043149948070479e-07,1.7043150228705536e-07,1.7043150153265393e-07,1.7043149916116222e-07,0.00030552119103857456,1.7043149927857954e-07,1.7043150201324224e-07,7.379155640970833e-05,1.704314990339273e-07,0.10625700220569059,1.7043150103163064e-07,1.7043150069704227e-07,1.7043150069304007e-07,1.704315005606976e-07,1.704315009360618e-07,1.704314998602587e-07
"(44.229999999999997, -122.16)",forest biome,3.203772790817161e-07,3.2037728098596276e-07,0.7921319455302815,3.203772766951127e-07,3.2037727810877463e-07,3.203772814711428e-07,3.2037727933318167e-07,3.2037727736199587e-07,3.203772784885454e-07,3.2037727749828945e-07,3.2037728099417114e-07,3.2037728067472934e-07,3.2037727761752353e-07,0.20786228767869414,3.203772788912561e-07,3.203772793347049e-07,3.203772790647306e-07,3.203772803320973e-07,3.203772800706911e-07,3.2037727844288975e-07
"(44.259999999999998, -96.709999999999994)",grassland biome,0.3013473084966551,4.667923976193641e-07,0.000686192047439043,7.269600785375046e-05,4.66792394293323e-07,4.6679239703013555e-07,4.667924017190064e-07,4.667923930786039e-07,4.667923934139279e-07,0.6978863347696957,4.667924024180472e-07,4.667923943303898e-07,4.667923974324589e-07,4.6679239671101017e-07,4.667924002098002e-07,4.6679240285547585e-07,4.667923949283664e-07,4.667923997381892e-07,4.667923931498262e-07,4.667923975174506e-07
"(44.270000000000003, -95.700000000000003)",grassland biome,4.71960815888499e-07,4.7196081296274176e-07,0.07950295036388837,4.7196081261916783e-07,4.7196081803850114e-07,4.719608186806446e-07,0.9025916607376889,4.719608166361971e-07,6.651109659942384e-05,0.0007838000090896559,4.7196081102676775e-07,4.7196081900891037e-07,4.7196081498424465e-07,4.7196081202532796e-07,0.01704799838051642,4.719608139001905e-07,4.719608122362073e-07,4.719608160839883e-07,4.7196081107866917e-07,4.719608121693242e-07
"(44.390000000000001, -122.14)",forest biome,2.3562565895666693e-07,2.356256590896304e-07,0.6764384446102486,2.3562565708639635e-07,2.3562565876604352e-07,2.3562565954613884e-07,2.3562565922210972e-07,2.356256573859774e-07,2.356256586670422e-07,2.3562565757934917e-07,2.3562565732453778e-07,2.3562565881076239e-07,2.3562565765480099e-07,0.3235573141278942,2.3562565895882234e-07,2.3562566007317778e-07,2.356256596892821e-07,2.3562566103339984e-07,2.3562565903982887e-07,2.356256583710421e-07
"(44.409999999999997, -121.8)",forest biome,6.438735571743885e-07,6.438735474339794e-07,0.7694506544909554,6.438735536492248e-07,0.002315026677950698,6.438735548224345e-07,6.43873550395712e-07,0.005867418310916067,6.438735563855099e-07,6.438735510481741e-07,0.0003154634275366513,0.017216458659580824,6.438735585142218e-07,0.19602883070501675,6.438735514925205e-07,0.008797777371851867,6.43873558596069e-07,6.438735554480605e-07,6.438735465035501e-07,6.438735502351114e-07
"(44.420000000000002, -121.84999999999999)",forest biome,6.108437041541215e-07,6.108437046505964e-07,0.7024310485212236,6.108436993606508e-07,6.108437012344492e-07,6.108437074830202e-07,6.108437017357047e-07,6.10843700798767e-07,6.108437007279365e-07,6.108436999285795e-07,0.00017161985514747955,6.108437029699851e-07,6.108437027179103e-07,0.29713596449256113,6.108437060956506e-07,6.108437130526214e-07,6.108437045574252e-07,0.00025159363180766395,6.108437102956962e-07,6.10843700167409e-07
"(44.420000000000002, -121.79000000000001)",forest biome,5.241419897029848e-07,5.241419822238254e-07,0.7600163906536413,5.241419870213412e-07,0.001048163837572991,5.241419877961597e-07,5.241419839130989e-07,0.007842776887357699,5.241419904621281e-07,5.241419863585841e-07,0.002047502841075703,0.001526856313040477,5.241419916375412e-07,0.22751097147949453,5.241419859646982e-07,5.241419894024484e-07,5.2414198754406e-07,5.241419884141717e-07,5.2414198296917e-07,5.241419835637099e-07
"(44.490000000000002, -121.63)",forest biome,0.012062061156159947,7.147962875763743e-07,0.8431960276071815,7.147962975069321e-07,7.147962942106224e-07,7.147962941313803e-07,7.147962927725387e-07,0.0005573284497132801,0.0020759055694227454,7.147962947832892e-07,7.147962992581298e-07,0.04207828498662643,0.0018480548034530105,0.09726144971130195,0.00037381304121006945,7.147962983055174e-07,0.0005392119157033435,7.147962929717896e-07,7.147962868368027e-07,7.147962893186003e-07
"(44.5, -121.63)",forest biome,0.012816951930707856,3.027239118259192e-07,0.8180369134641193,3.0272391501552025e-07,3.027239129602487e-07,3.0272391389693823e-07,3.0272391378253304e-07,3.027239162907914e-07,0.011131737116620249,3.027239148729322e-07,0.00042405086900459423,0.03607743298920927,0.0084064240064804,0.11147082752042844,3.02723917127075e-07,3.027239161937064e-07,0.0016320294164588153,3.0272391507688615e-07,3.027239114384856e-07,3.027239126073792e-07
"(44.619999999999997, -123.31999999999999)",forest biome,8.592984831610792e-07,8.59298474416989e-07,0.6859726991309596,8.592985782389148e-07,8.592984852151216e-07,0.0006162946623520485,0.28408748874833356,8.592984848054202e-07,8.592984801501029e-07,0.00981760878010076,8.592984748469593e-07,8.592984911857574e-07,8.592984748113199e-07,8.592984813219505e-07,0.019493019200917838,8.592984891805551e-07,8.592984878901446e-07,8.592984956198418e-07,8.592984731627127e-07,8.592984821805926e-07
"(44.630000000000003, -123.31999999999999)",forest biome,3.600956470586942e-07,3.600956440024625e-07,0.8876554669124082,3.60095644492277e-07,3.600956503303519e-07,3.6009564999094834e-07,0.06126703188619983,3.600956439224213e-07,3.6009564737188827e-07,3.600956466836384e-07,3.600956433495827e-07,3.600956504774306e-07,3.600956447601752e-07,0.05107137957539611,3.600956498961528e-07,3.6009564857232877e-07,3.600956500472189e-07,3.60095645411339e-07,3.6009564387616085e-07,3.600956454163026e-07
"(44.799999999999997, -96.569999999999993)",grassland biome,0.0003215185022073031,4.913087512699826e-07,0.4033151143478693,4.913087561812688e-07,4.913087609695747e-07,0.042832207776256966,0.3828350094123478,0.00026387223724317694,0.0012435147908719892,0.13775073635556578,4.913087605126243e-07,0.019774087847744662,0.0012334513097608383,4.913087518972013e-07,0.010425574332574981,4.913087547772262e-07,4.913087585954451e-07,4.913087509270744e-07,4.913087550580049e-07,4.913087569394714e-07
"(44.869999999999997, -68.099999999999994)",forest biome,5.447328847071415e-05,0.21290975563874107,0.7830452510268247,1.1584532367079237e-06,1.1584532441296289e-06,1.1584532402741306e-06,1.1584532464504064e-06,1.1584532352256118e-06,1.158453239944083e-06,1.1584532364879822e-06,1.1584532388266184e-06,1.1584532414431434e-06,1.158453235788726e-06,0.00397198479409218,1.158453245014694e-06,1.1584532409231713e-06,1.1584532417020104e-06,1.1584532629417519e-06,1.1584532483142395e-06,1.1584532374676184e-06
"(45.009999999999998, -0.79000000000000004)",cropland biome,0.31761523189711777,3.651210169904839e-08,0.012445556975280823,3.651210149612871e-08,4.769346536723823e-06,0.0055151053622053085,0.004292656113899627,0.5059749686601591,0.0029569279269329213,0.0028850725747338844,3.651210165432163e-08,0.14829576733189678,3.6512101740744664e-08,3.65121017400576e-08,1.3578690219652997e-05,3.651210187345247e-08,3.651210195365318e-08,3.6512101672995747e-08,3.6512101783234974e-08,3.651210195475439e-08
"(45.039999999999999, -123.89)",forest biome,2.806229841740806e-07,0.12579507793413164,0.8139124045204602,2.8062298335513095e-07,2.8062298387472394e-07,2.806229859646634e-07,2.8062298639564174e-07,2.806229835161873e-07,2.80622985168484e-07,2.806229836876904e-07,2.227785820768481e-05,2.806229863024901e-07,2.806229834271779e-07,0.044515708092191096,2.8062298496327086e-07,2.8062298439524517e-07,2.806229848681083e-07,2.806229863179031e-07,0.015750322250237963,2.8062298491117913e-07
"(45.049999999999997, -123.90000000000001)",forest biome,1.0866494312246718e-06,0.21269627136539374,0.7638368360239652,1.0866494259365888e-06,1.0866494280897364e-06,1.0866494403846714e-06,1.0866494417946988e-06,1.0866494266923832e-06,1.086649430631764e-06,1.0866494270992786e-06,1.0866494256285293e-06,1.0866494339087638e-06,1.0866494266415873e-06,0.013635501207024822,1.0866494329823285e-06,1.0866494318889663e-06,1.0866494340487394e-06,1.0866494410426545e-06,0.009814005012702905,1.0866494353684091e-06
"(45.049999999999997, -123.89)",forest biome,9.294025833371527e-07,0.13326763750546358,0.7655666048855704,9.294025815208013e-07,9.29402581710431e-07,9.294025861528546e-07,9.29402586429366e-07,9.29402581072662e-07,9.29402583055831e-07,9.294025817996926e-07,9.294026280702334e-07,9.294025830995226e-07,9.294025810309831e-07,0.09138806892558902,9.294025849421857e-07,9.294025827403913e-07,9.294025841078992e-07,9.294025970285718e-07,0.009762818241986528,9.294025842282476e-07
"(45.060000000000002, -123.94)",forest biome,3.146751931856856e-07,0.15085858295943091,0.7594394517681761,3.1467519250251525e-07,3.146751928944967e-07,3.146751949852207e-07,3.146751952062017e-07,3.1467519258147095e-07,3.1467519390088e-07,3.1467519270375165e-07,1.633247337645782e-05,3.1467519383861645e-07,3.1467519257552356e-07,0.054336913236024825,3.146751938966169e-07,3.1467519336557464e-07,3.146751940395519e-07,3.146751962280871e-07,0.03534399943508621,3.146751936310245e-07
"(45.07, -123.94)",forest biome,7.634403695402428e-07,0.09441427054965619,0.6328436179926983,7.634403678567852e-07,7.634403698428488e-07,7.634403734323338e-07,7.634403746710867e-07,7.634403685633658e-07,7.634403700818509e-07,7.63440369154187e-07,7.634403678180753e-07,7.634403704261624e-07,7.634403684497826e-07,0.18118525381928824,7.634403708284149e-07,7.634403704854336e-07,7.634403705232988e-07,7.634403772688346e-07,0.0915446425924286,7.634403697554241e-07
"(45.560000000000002, -73.129999999999995)",shrubland biome,0.13631963027244742,0.020506245470685035,0.31054760642446133,5.959830770493212e-07,5.95983083828682e-07,5.95983084179953e-07,0.023959018505366917,5.959830792355082e-07,5.959830838521468e-07,5.959830791569163e-07,5.959830755094497e-07,5.959830892206251e-07,5.959830768448001e-07,5.959830844341134e-07,5.959830846003479e-07,0.28736767334510943,0.07188822544132367,0.027234520510206875,0.010504819613308502,0.11166570460319293
"(46.399999999999999, -97.359999999999999)",grassland biome,0.13683463666969553,4.2887899974409937e-07,0.2779710121433351,4.2887900187099635e-07,0.002384157800017742,0.03247045695737308,0.2627896327449917,0.0007864580314463788,0.05282639693025249,0.14071948015376945,0.0007152282176790351,0.04065675192299758,0.019470103459404593,4.288790031019505e-07,0.029027955703391374,4.288790060509299e-07,4.2887900601496374e-07,4.2887900242353976e-07,4.2887900062029667e-07,0.003344727112626139
"(46.520000000000003, -96.430000000000007)",grassland biome,0.5624061353080703,3.382423589475749e-07,3.382423595138518e-07,0.00021474645241424006,3.3824236070737265e-07,3.3824236035955683e-07,3.382423611950162e-07,3.3824236213970647e-07,3.382423602201479e-07,0.4364450403589849,3.3824235958547417e-07,3.382423601735109e-07,3.3824236435784817e-07,3.382423582824116e-07,3.382423600153292e-07,0.0009286660027664207,3.382423615084457e-07,3.382423597707291e-07,3.382423578778024e-07,3.3824235953054795e-07
"(46.740000000000002, -94.599999999999994)",grassland biome,0.012842842761399617,1.269103211021679e-07,0.7630239182340461,1.2691031915846672e-07,0.0008787605401749488,0.021349454072310255,0.17738633563400183,0.0011316564800677288,0.00020698560231621014,1.2691031980869534e-07,1.269103194901386e-07,0.00045094677046274447,0.001575775330645601,1.269103195761088e-07,0.003779438370610146,0.012758568475610745,1.2691032072203157e-07,1.2691031979732957e-07,0.004614302445794884,1.269103195772676e-07
"(46.799999999999997, -114.0)",forest biome,0.22089903281368808,4.828212236093048e-07,0.5616663588648872,4.828212301534637e-07,4.828212296565545e-07,4.828212292524739e-07,0.09060014993168733,4.828212287170479e-07,0.007441219899723308,0.001931432699317902,0.00390828949402471,0.020192667397383228,4.828212308495866e-07,0.032131729249057835,4.828212277217148e-07,0.061223808616719735,4.828212331991062e-07,4.828212275366766e-07,4.82821223575849e-07,4.828212263560742e-07
"(47.049999999999997, -96.430000000000007)",grassland biome,0.09809673183979431,3.905273708325501e-07,0.2815505669350489,3.905273736287487e-07,3.90527372392186e-07,3.905273744127175e-07,0.15330575579843084,3.905273732080061e-07,0.26462167834758044,0.12796048663873305,0.0019523308026244703,3.9052737769530844e-07,0.04282405559707287,3.9052737163895225e-07,0.008045512977299284,0.021638585262309773,3.905273770324823e-07,3.905273708329474e-07,3.9052737300481627e-07,3.90527371642885e-07
"(47.170000000000002, -95.170000000000002)",forest biome,0.001367133416270242,4.877858494126261e-07,0.6752821924774328,4.877858464460149e-07,0.0038139609828849105,4.877858485057732e-07,0.30660451351648094,4.877858502297009e-07,4.877858486648231e-07,4.877858522511074e-07,4.877858466157874e-07,0.012924882819192072,4.877858481862981e-07,4.877858527226357e-07,4.877858477782298e-07,4.877858533111544e-07,4.877858528665529e-07,4.877858496044198e-07,4.877858446752184e-07,4.877858475632004e-07
"(47.729999999999997, -96.819999999999993)",grassland biome,0.21242220071459014,1.0528975766298897e-06,1.0528976016754088e-06,0.001292690490356187,1.0528975923233964e-06,1.0528975869742836e-06,0.01345539563877882,1.0528975899750136e-06,1.0528975954846955e-06,0.7631986568558778,1.0528975904367385e-06,1.0528975908512123e-06,0.002872345600200315,1.052897579709953e-06,1.0528975847348856e-06,0.0067439701339686645,1.0528975948806278e-06,1.052897580781724e-06,1.0528975765611426e-06,1.0528975868764005e-06
"(48.609999999999999, -124.23)",forest biome,2.8433001379226427e-07,0.0008422797642613419,0.381992303903163,2.84330005263084e-07,2.8433000753312e-07,2.843300086198745e-07,2.843300101174919e-07,2.843300055998669e-07,2.843300070566119e-07,2.843300062160457e-07,2.843300065856099e-07,2.843300076378887e-07,2.843300056982553e-07,0.61716058272244,2.843300078211728e-07,2.843300076922059e-07,2.843300088145213e-07,2.8433001072857294e-07,2.8433000840692313e-07,2.8433000795612124e-07
"(48.979999999999997, -96.489999999999995)",grassland biome,0.1412920792718237,7.089282517494111e-07,0.2816871792805078,0.005295932277250285,0.0007503145335740615,7.089282553278342e-07,0.11167409937628751,0.0005524927934403951,7.089282570977695e-07,0.40001784222922193,7.089282462415754e-07,0.0013763697104798441,7.089282522675369e-07,7.089282470619268e-07,7.089282594653849e-07,0.01858546776250322,7.089282591010779e-07,0.0003305536894921688,7.089282453935394e-07,0.038431288721145436
"(49.469999999999999, -123.53)",forest biome,5.424876338627346e-07,0.02968177404557459,0.8238176169289019,5.424876315842053e-07,5.424876329521059e-07,5.424876420662132e-07,5.424876402008981e-07,5.424876332652905e-07,5.424876398304032e-07,5.424876328566468e-07,5.424876315572761e-07,5.42487641308977e-07,5.4248763316548e-07,0.1398172966702385,5.424876385969867e-07,5.42487634086387e-07,5.424876339920287e-07,0.0041117034368117105,0.0025634716039395953,5.424876343999483e-07
"(50.850000000000001, -120.42)",grassland biome,1.6363880627295506e-07,1.6363880426648512e-07,0.5165149334535267,1.636388052121128e-07,7.969211494755603e-05,1.636388068455232e-07,1.6363880577411424e-07,1.6363880649403044e-07,0.018075263857651628,1.6363880556281094e-07,0.0012670578781680795,0.010980295065188252,0.0014073721321751155,0.45136256226588406,1.636388053019674e-07,0.0002765874428572272,1.6363880622261284e-07,3.443576274068266e-05,1.6363880411123195e-07,1.6363880466069116e-07
"(50.899999999999999, -120.34999999999999)",grassland biome,1.710284656525294e-07,1.7102846336354866e-07,0.7012056193035152,1.7102846542643133e-07,1.7102846528802011e-07,1.7102846622121132e-07,1.7102846527319087e-07,1.7102846571802002e-07,0.03697385221895979,1.7102846450256943e-07,0.00042039916087909706,0.01398100583970598,1.7102846570472575e-07,0.2394092891003615,1.7102846473302666e-07,0.008007439978067936,1.7102846558967872e-07,1.7102846550975447e-07,1.7102846347355074e-07,1.7102846406538793e-07
"(50.93, -120.3)",grassland biome,1.544463599712271e-07,1.5444635686896769e-07,0.6265124368322811,1.5444635902295865e-07,1.5444636028203348e-07,1.5444635894381653e-07,1.5444635847450662e-07,1.5444635939510562e-07,0.07379444422415601,1.544463587397322e-07,0.00023241725565606786,0.035702004387502595,1.5444635942418344e-07,0.22987793776353327,1.5444635823159716e-07,0.03387859728784929,1.5444635912082503e-07,1.544463585666131e-07,1.5444635694601507e-07,1.5444635752057052e-07
"(51.020000000000003, 100.77)",grassland biome,3.371145970761236e-09,3.371145941315565e-09,3.3711459793374306e-09,3.37114594507069e-09,3.371145968552885e-09,3.3711459685381232e-09,3.3711459798571374e-09,3.3711459621993186e-09,0.999993530469538,3.371145971422975e-09,3.371145959862738e-09,3.37114597699517e-09,3.371145976130888e-09,6.408849834768802e-06,3.371145965403639e-09,3.3711459673698203e-09,3.371145959371611e-09,3.371145958981839e-09,3.3711459399474823e-09,3.3711459374176104e-09
"(52.32, -121.92)",grassland biome,2.0881360908975647e-07,2.0881360628102113e-07,0.7611507926240291,2.088136097582618e-07,2.0881360845253398e-07,2.088136088323897e-07,0.0013935590629599957,2.0881360725385901e-07,2.088136098398149e-07,2.088136083290399e-07,2.0881361120752648e-07,0.006610297597885631,2.0881360752104245e-07,0.21738467759383454,2.0881360798973112e-07,0.012939578207816322,2.088136090102804e-07,0.0005181715229566485,2.0881360616628179e-07,2.088136080549262e-07
"(53.899999999999999, -104.7)",forest biome,6.172610967369324e-07,6.172610987944134e-07,0.21116850660960562,6.172610902690111e-07,6.172610927003706e-07,6.172611017407522e-07,6.172610962233438e-07,6.172610947720562e-07,6.172611001546574e-07,6.17261099716331e-07,6.172610955734254e-07,6.172610983424231e-07,0.00020066941071879413,0.7886203305410339,6.172611026548453e-07,6.17261093035397e-07,6.172610937135763e-07,6.172611013946704e-07,6.172610935959207e-07,6.172610925587328e-07
"(53.979999999999997, -105.2)",forest biome,0.0009188100096043686,6.467719697571511e-07,0.5475773161808065,6.467719631654908e-07,6.467719718712988e-07,6.467719725380891e-07,6.467719748543765e-07,6.46771969627638e-07,6.467719775385712e-07,6.467719686647758e-07,6.467719683002311e-07,0.0023967966165483914,6.46771967467091e-07,0.006668482613424528,6.467719706810744e-07,0.2953337412971674,0.003082760945123571,0.14401368430171127,6.467719643018326e-07,6.467719751480383e-07
"(54.369999999999997, -122.62)",forest biome,1.9327854642721815e-07,1.9327854701273937e-07,0.32988962930806737,1.9327854574255883e-07,1.9327854666288305e-07,1.9327854703401162e-07,1.9327854732991758e-07,1.9327854577744118e-07,1.9327854656269824e-07,1.9327854586977465e-07,1.9327854626794451e-07,2.071879188685905e-05,1.9327854580290161e-07,0.6700863661647526,1.9327854673631175e-07,1.9327854697434744e-07,1.9327854651934627e-07,1.9327854880364738e-07,1.9327854771447985e-07,1.9327854599102769e-07
"(54.619999999999997, -126.3)",grassland biome,1.6680789843557216e-07,1.668078984508694e-07,0.5405959327934328,1.6680789767277544e-07,1.668078983709467e-07,1.6680789868042865e-07,1.668079000294626e-07,1.6680789786340855e-07,1.6680789840743518e-07,1.6680789786242742e-07,1.6680789897469732e-07,1.668078990702203e-07,1.668078977570244e-07,0.45929157422708045,1.6680789851201185e-07,1.6680790003498228e-07,1.6680789904366523e-07,0.00010965724521036139,1.6680789877938818e-07,1.6680789844657511e-07
